Total_population,Per_White,Per_Black,Per_BS,Per_MS,Median_Income,distances$V1,data$State,data$Place
75557,0.6681048744656353,0.1690114747806292,0.1837817806424289,0.15102505393279247,74901,0,Illinois,Evanston city
81235,0.6463839478057487,0.1975626269465132,0.21347941158367698,0.13387086846802487,76637,1.1832296612493503,Michigan,Farmington Hills city
14250,0.6800701754385965,0.10224561403508772,0.2,0.15375438596491228,75913,1.6716349201565852,New Jersey,Highland Park borough
58766,0.7751931388898342,0.1364734710546915,0.18612803321648572,0.12896913181091108,82062,1.6998673279767327,Maryland,Towson CDP
52229,0.6860556395872025,0.19789771965766145,0.21193206839112372,0.17174366731126386,87271,1.8703945452940576,Illinois,Oak Park village
9322,0.6608024029178288,0.19148251448187084,0.19180433383394122,0.1508260030036473,54607,1.9890448401196499,Maryland,Leisure World CDP
58835,0.6554771819495199,0.08831477861816946,0.21930823489419562,0.14085153395087957,88667,1.9928143434125543,Michigan,Novi city
66420,0.579223125564589,0.10663956639566395,0.19271303824149352,0.14852454080096356,100436,2.0277506329259616,Maryland,Rockville city
120179,0.601760706945473,0.08557235457109812,0.2100366952628995,0.1402241656196174,75709,2.077286075520306,California,Berkeley city
22989,0.7109922136674062,0.03945365174648745,0.19422332419852972,0.14241593805733177,74568,2.100423665984832,Michigan,Okemos CDP
16687,0.6749565530053335,0.17750344579612873,0.180559717145083,0.10025768562353929,76784,2.147519878128464,Illinois,Westchester village
67417,0.48210392037616623,0.18045893469006333,0.18053309995995076,0.11783378079712832,85773,2.1876982882992024,Maryland,Gaithersburg city
62832,0.7355805958747135,0.06433027756557168,0.1911287242169595,0.12089381207028266,83249,2.1930805071814223,Massachusetts,Waltham city
92126,0.6818596270325424,0.2139352625751688,0.18333586609643315,0.08536135292968326,69531,2.2011382691006873,Florida,Plantation city
58404,0.5970481473871653,0.12540236970070542,0.1805184576398877,0.11108828162454626,87550,2.2091027599206714,New York,White Plains city
83336,0.6920538542766631,0.0376667946625708,0.21449313621964097,0.1459153307094173,93017,2.2148304101262477,Michigan,Troy city
373,0.7801608579088471,0.19839142091152814,0.1742627345844504,0.1447721179624665,80250,2.2407473588319795,Mississippi,Taylor village
57700,0.7711785095320624,0.08703639514731369,0.17880415944540728,0.1259792027729636,86204,2.254954312450853,Massachusetts,Medford city
110893,0.6694110538988034,0.10835670421036495,0.19495369410152127,0.18317657561793801,89145,2.2587041816875963,Massachusetts,Cambridge city
59234,0.7253266704932978,0.09735962453996015,0.15700442313536145,0.11874936691764865,67426,2.2642111453768448,North Carolina,Chapel Hill town
71232,0.7298545597484277,0.06725909703504043,0.1907148472596586,0.09810197663971248,73182,2.2705033723093093,Massachusetts,Framingham CDP
79877,0.5995968802033126,0.19956933785695508,0.1412546790690687,0.10026665998973422,77320,2.306531308829097,New York,New Rochelle city
