Field Contact Key,Day of the Week,Field Contact Date,Reason Code Description,Age,Race,Sex,Pat Down,Enforcement,Police Beat,Street Number,Street Name,City
10355,Sat,07/15/2017 12:01:00 AM,STREET STOP/SUSP PERSON,32,Black,Male,Yes,NONE,72,800,CHICAGO AV,EVANSTON
10354,Fri,07/14/2017 09:52:00 PM,TRAF STOP/GANG NARC,19,White,Male,Yes,NONE,74,1700,GREENLEAF ST,EVANSTON
10364,Fri,07/14/2017 07:10:00 PM,STREET STOP,,Black,Male,Yes,NONE,76,700,CLARK ST,EVANSTON
10363,Fri,07/14/2017 06:26:00 PM,STREET STOP,,Black,Male,Yes,NONE,76,700,CLARK ST,EVANSTON
10352,Thu,07/13/2017 11:09:00 PM,TRAFFIC STOP,26,Unknown,Male,Yes,NONE,74,1300,ASBURY AV,EVANSTON
10349,Thu,07/13/2017 10:03:00 PM,STREET STOP/SUSP PERSON,51,Black,Male,Yes,ARREST,77,1900,JACKSON AV,EVANSTON
10351,Thu,07/13/2017 09:43:00 PM,TRAFFIC STOP,27,White,Male,Yes,ARREST,74,1300,ASBURY AV,EVANSTON
10362,Thu,07/13/2017 07:37:00 PM,TRAFFIC STOP,25,Black,Male,Yes,NONE,71,1400,HOWARD ST,EVANSTON
10344,Thu,07/13/2017 01:55:00 AM,TRAFFIC STOP,35,Black,Male,Yes,NONE,73,1200,FOREST AV/HAMILTON ST,EVANSTON
10341,Wed,07/12/2017 09:23:00 PM,STREET STOP/SUSP PERSON,40,Asian,Male,Yes,NONE,78,800,AUSTIN ST,EVANSTON
10331,Wed,07/12/2017 09:02:00 PM,STREET STOP,34,White,Male,Yes,NONE,71,2500,HOWARD ST,EVANSTON
10327,Mon,07/10/2017 07:46:00 PM,TRAFFIC STOP,18,White,Male,Yes,NONE,78,400,RIDGE AV,EVANSTON
10323,Sun,07/09/2017 05:28:00 PM,TRAF STOP/GANG NARC,22,Black,Male,Yes,NONE,77,1800,LELAND AV,EVANSTON
10322,Sun,07/09/2017 04:28:00 PM,TRAFFIC STOP,29,Black,Male,Yes,NONE,78,700,OAKTON ST,EVANSTON
10366,Sun,07/09/2017 12:30:00 PM,STREET STOP/SUSP PERSON,29,White,Male,Yes,NONE,78,200,BARTON AV/BRUMMEL ST,EVANSTON
10361,Sun,07/09/2017 12:30:00 PM,STREET STOP/SUSP PERSON/GANG NARC,52,Black,Male,Yes,NONE,78,200,BARTON AV/BRUMMEL ST,EVANSTON
10314,Sun,07/09/2017 12:54:00 AM,STREET STOP/SUSP PERSON,27,Black,Male,Yes,NONE,72,600,CHICAGO AV,EVANSTON
10313,Sat,07/08/2017 06:00:00 PM,STREET STOP/GANG NARC,32,Black,Male,Yes,NONE,77,1400,EMERSON ST,EVANSTON
10312,Sat,07/08/2017 06:00:00 PM,STREET STOP/GANG NARC,29,Black,Male,Yes,NONE,77,1400,EMERSON ST,EVANSTON
10316,Sat,07/08/2017 08:50:00 AM,SUSPICIOUS PERSON,24,Black,Male,Yes,NONE,71,1300,HOWARD ST,EVANSTON
10309,Sat,07/08/2017 12:56:00 AM,OTHER,28,Black,Male,Yes,NONE,77,1900,ASBURY AV,EVANSTON
10306,Fri,07/07/2017 07:45:00 PM,TRAF STOP/GANG NARC,29,Black,Male,Yes,NONE,74,1600,FOWLER AV,EVANSTON
10339,Thu,07/06/2017 11:58:00 PM,STREET STOP,18,Black,Male,Yes,NONE,77,2000,EMERSON ST,EVANSTON
10347,Thu,07/06/2017 09:47:00 PM,TRAFFIC STOP,24,Black,Female,Yes,NONE,74,1600,DODGE AV,EVANSTON
10335,Thu,07/06/2017 09:46:00 PM,TRAFFIC STOP,24,Black,Male,Yes,NONE,74,1600,DODGE AV,EVANSTON
10360,Thu,07/06/2017 07:29:00 PM,TRAFFIC STOP,25,Black,Male,Yes,NONE,99,2400,FARGO AV,CHICAGO
10338,Thu,07/06/2017 07:29:00 PM,TRAFFIC STOP,24,Black,Male,Yes,NONE,99,2400,FARGO AV,CHICAGO
10334,Thu,07/06/2017 06:31:00 PM,STREET STOP,47,Black,Male,Yes,NONE,78,1000,HARVARD TER,EVANSTON
10315,Wed,07/05/2017 09:53:00 PM,STREET STOP/SUSP PERSON,23,White,Male,Yes,NONE,72,600,MAIN ST,EVANSTON
10290,Tue,07/04/2017 05:57:00 PM,STREET STOP,16,White,Male,Yes,NONE,76,2300,RIDGE AV,EVANSTON
10286,Mon,07/03/2017 05:17:00 PM,OTHER,22,Black,Male,Yes,NONE,72,700,CUSTER AV,EVANSTON
10285,Mon,07/03/2017 05:04:00 PM,OTHER,20,Black,Male,Yes,NONE,72,700,CUSTER AV,EVANSTON
10288,Mon,07/03/2017 05:03:00 PM,GANG/NARCOTIC,19,Black,Male,Yes,NONE,99,7200,HAMILTON,CHICAGO
10287,Mon,07/03/2017 05:03:00 PM,GANG/NARCOTIC,20,Black,Male,Yes,ARREST,99,7200,HAMILTON,CHICAGO
10281,Sun,07/02/2017 01:49:00 PM,SUSP PERSON/GANG NARC,19,Black,Male,Yes,NONE,75,2400,CENTRAL ST,EVANSTON
10278,Sun,07/02/2017 01:26:00 PM,SUSP PERSON/GANG NARC,21,Black,Male,Yes,NONE,75,2400,CENTRAL ST,EVANSTON
10293,Sun,07/02/2017 05:48:00 AM,OTHER,19,White,Male,Yes,NONE,71,1400,OAKTON ST,EVANSTON
10292,Sun,07/02/2017 05:35:00 AM,OTHER,19,White,Male,Yes,NONE,71,1400,OAKTON ST,EVANSTON
10270,Sun,07/02/2017 12:42:00 AM,TRAFFIC STOP/SUSP PERSON,17,Black,Male,Yes,NONE,75,1900,CENTRAL ST,EVANSTON
10271,Sun,07/02/2017 12:15:00 AM,TRAFFIC STOP/SUSP PERSON,18,White,Male,Yes,NONE,75,1900,CENTRAL ST,EVANSTON
10275,Sat,07/01/2017 11:10:00 PM,STREET STOP/SUSP PERSON,19,Black,Female,Yes,NONE,74,1000,DARROW AV,EVANSTON
10274,Sat,07/01/2017 11:10:00 PM,STREET STOP/SUSP PERSON,20,Black,Female,Yes,NONE,74,1000,DARROW AV,EVANSTON
10273,Fri,06/30/2017 07:39:00 PM,STREET STOP/SUSP PERSON,20,Black,Female,Yes,ARREST,77,2000,DARROW AV,EVANSTON
10282,Fri,06/30/2017 04:32:00 PM,STREET STOP/GANG NARC,50,White,Male,Yes,NONE,77,1900,FOSTER ST,EVANSTON
10268,Fri,06/30/2017 12:21:00 PM,STREET STOP/GANG NARC,19,Black,Male,Yes,NONE,77,2300,EMERSON ST,EVANSTON
10267,Fri,06/30/2017 12:02:00 AM,TRAF STOP/GANG NARC,21,Black,Male,Yes,NONE,74,1800,LAKE ST,EVANSTON
10259,Thu,06/29/2017 05:26:00 PM,TRAF STOP/GANG NARC,19,Black,Male,Yes,NONE,74,1900,LAKE ST/DODGE AV,EVANSTON
10256,Thu,06/29/2017 11:05:00 AM,STREET STOP/SUSP PERSON,51,Black,Male,Yes,NONE,72,900,HINMAN AV,EVANSTON
10264,Thu,06/29/2017 07:42:00 AM,SUSPICIOUS PERSON,29,Black,Male,Yes,NONE,74,1000,ASHLAND AV,EVANSTON
10265,Thu,06/29/2017 07:42:00 AM,SUSPICIOUS PERSON,21,White,Male,Yes,NONE,74,1000,ASHLAND AV,EVANSTON
10263,Thu,06/29/2017 02:50:00 AM,TRAFFIC STOP,16,White,Male,Yes,NONE,71,100,ASBURY AV,EVANSTON
10254,Wed,06/28/2017 06:25:00 PM,GANG/NARCOTIC,19,Black,Male,Yes,ARREST,76,2100,WESLEY AV,EVANSTON
10261,Wed,06/28/2017 04:00:00 PM,STREET STOP/SUSP PERSON,60,Black,Male,Yes,NONE,73,1100,CHICAGO AV,EVANSTON
10255,Wed,06/28/2017 03:19:00 PM,GANG/NARCOTIC,18,Black,Male,Yes,NONE,76,2100,WESLEY AV,EVANSTON
10262,Tue,06/27/2017 06:20:00 PM,TRAFFIC STOP,18,White,Male,Yes,NONE,77,1300,FOSTER ST,EVANSTON
10248,Tue,06/27/2017 01:55:00 AM,STREET STOP,20,White,Female,Yes,NONE,75,2100,BRIDGE ST/MC CORMICK BL,EVANSTON
10252,Tue,06/27/2017 01:26:00 AM,OTHER,23,Black,Female,Yes,NONE,77,2000,WESLEY AV,EVANSTON
10253,Tue,06/27/2017 01:26:00 AM,OTHER,24,Black,Male,Yes,NONE,77,2000,WESLEY AV,EVANSTON
10258,Tue,06/27/2017 12:24:00 AM,TRAFFIC STOP,17,Black,Male,Yes,NONE,77,1300,FOSTER ST,EVANSTON
10266,Tue,06/27/2017 12:18:00 AM,TRAFFIC STOP,17,White,Male,Yes,NONE,77,1300,FOSTER ST,EVANSTON
10249,Mon,06/26/2017 11:52:00 PM,STREET STOP,22,White,Male,Yes,,75,2100,BRIDGE ST/MC CORMICK BL,EVANSTON
10246,Mon,06/26/2017 05:44:00 PM,STREET STOP,57,Black,Male,Yes,NONE,74,2100,CHURCH ST,EVANSTON
10238,Sun,06/25/2017 04:54:00 PM,STREET STOP,48,,Male,Yes,NONE,75,2100,FORESTVIEW RD,EVANSTON
10237,Sun,06/25/2017 03:50:00 PM,TRAFFIC STOP,53,Black,Male,Yes,NONE,77,2000,DODGE AV,EVANSTON
10234,Sun,06/25/2017 12:21:00 AM,TRAFFIC STOP,18,Black,Male,Yes,ARREST,78,600,HOWARD ST,EVANSTON
10233,Sat,06/24/2017 08:49:00 PM,TRAFFIC STOP,18,Black,Male,Yes,ARREST,78,600,HOWARD ST,EVANSTON
10241,Sat,06/24/2017 08:49:00 PM,TRAFFIC STOP,18,Black,Male,Yes,ARREST,78,600,HOWARD ST,EVANSTON
10227,Fri,06/23/2017 11:54:00 PM,TRAFFIC STOP,29,Black,Male,Yes,NONE,99,7500,HOYNE AV/BIRCHWOOD AV,CHICAGO
10222,Thu,06/22/2017 06:42:00 PM,OTHER,36,White,Male,Yes,ARREST,73,1600,SHERMAN AV,EVANSTON
10220,Wed,06/21/2017 05:48:00 PM,TRAF STOP/GANG NARC,17,Black,Male,Yes,NONE,77,1900,JACKSON AV,EVANSTON
10221,Wed,06/21/2017 05:20:00 PM,OTHER,63,Unknown,Male,Yes,NONE,78,700,HOWARD ST,EVANSTON
11112,Tue,06/20/2017 10:40:00 PM,TRAFFIC STOP,25,Black,Male,Yes,ARREST,77,1900,DODGE AV,EVANSTON
10521,Tue,06/20/2017 10:40:00 PM,TRAFFIC STOP,28,Black,Male,Yes,NONE,77,1900,DODGE AV,EVANSTON
10217,Tue,06/20/2017 02:09:00 PM,STREET STOP/SUSP PERSON,42,Black,Male,Yes,ARREST,74,2300,NATHANIEL PL,EVANSTON
10199,Mon,06/19/2017 09:01:00 AM,TRAFFIC STOP,20,Black,Male,Yes,,73,800,GREENLEAF ST,EVANSTON
10197,Mon,06/19/2017 09:01:00 AM,TRAFFIC STOP,23,White,Male,Yes,NONE,73,800,GREENLEAF ST,EVANSTON
10200,Mon,06/19/2017 07:16:00 AM,TRAFFIC STOP,20,White,Male,Yes,NONE,73,800,GREENLEAF ST,EVANSTON
10198,Mon,06/19/2017 07:16:00 AM,TRAFFIC STOP,20,Asian,Male,Yes,NONE,73,800,GREENLEAF ST,EVANSTON
10188,Sun,06/18/2017 09:45:00 PM,TRAF STOP/GANG NARC,18,Black,Male,Yes,NONE,77,1700,ASHLAND AV,EVANSTON
10187,Sun,06/18/2017 09:36:00 PM,TRAF STOP/GANG NARC,18,Black,Male,Yes,NONE,77,1700,ASHLAND AV,EVANSTON
10196,Sun,06/18/2017 07:49:00 PM,STREET STOP/SUSP PERSON,48,,Male,Yes,NONE,73,1400,CHICAGO AV,EVANSTON
10190,Sun,06/18/2017 05:51:00 PM,TRAF STOP/GANG NARC,21,Black,Male,Yes,NONE,77,1700,ASHLAND AV,EVANSTON
10189,Sun,06/18/2017 05:51:00 PM,TRAF STOP/GANG NARC,18,Black,Male,Yes,NONE,77,1700,DODGE AV,EVANSTON
10195,Sun,06/18/2017 06:19:00 AM,STREET STOP/SUSP PERSON,48,Black,Male,Yes,NONE,73,300,DEMPSTER ST,EVANSTON
10192,Sat,06/17/2017 06:33:00 PM,TRAFFIC STOP,19,Black,Male,Yes,NONE,77,1900,DARROW AV,EVANSTON
10191,Sat,06/17/2017 06:33:00 PM,TRAFFIC STOP,21,Black,Male,Yes,NONE,77,1900,DARROW AV,EVANSTON
10209,Fri,06/16/2017 11:30:00 PM,TRAFFIC STOP,19,White,Male,Yes,NONE,73,400,HAMILTON ST,EVANSTON
10183,Fri,06/16/2017 05:57:00 PM,TRAF STOP/GANG NARC,31,Black,Male,Yes,,75,2600,ELGIN RD,EVANSTON
10177,Fri,06/16/2017 02:01:00 AM,TRAFFIC STOP/SUSP PERSON,24,Black,Male,Yes,NONE,99,7400,RIDGE,CHICAGO
10176,Fri,06/16/2017 01:51:00 AM,TRAFFIC STOP/SUSP PERSON,35,Black,Male,Yes,NONE,99,7400,RIDGE,
10178,Fri,06/16/2017 12:03:00 AM,TRAFFIC STOP/SUSP PERSON,35,Black,Male,Yes,NONE,99,7400,RIDGE,CHICAGO
10181,Wed,06/14/2017 12:52:00 PM,TRAFFIC STOP,21,Black,Male,Yes,NONE,77,1600,EMERSON ST,EVANSTON
10182,Wed,06/14/2017 12:40:00 PM,TRAFFIC STOP,21,Black,Male,Yes,NONE,77,1600,EMERSON ST,EVANSTON
10169,Wed,06/14/2017 11:32:00 AM,STREET STOP/SUSP PERSON,17,Black,Male,Yes,NONE,78,700,CASE ST,EVANSTON
10180,Wed,06/14/2017 11:10:00 AM,STREET STOP/SUSP PERSON,24,Black,Male,Yes,NONE,78,600,HOWARD ST,EVANSTON
10155,Wed,06/14/2017 01:40:00 AM,STREET STOP,21,Black,Female,Yes,NONE,74,900,FLORENCE AV,EVANSTON
10154,Tue,06/13/2017 07:25:00 PM,TRAF STOP/GANG NARC,21,White,Male,Yes,NONE,77,2100,EMERSON ST,EVANSTON
10166,Tue,06/13/2017 05:06:00 PM,GANG/NARCOTIC,23,Black,Male,Yes,ARREST,99,7600,PAULINA ST,CHICAGO
10163,Tue,06/13/2017 01:37:00 PM,TRAFFIC STOP,32,White,Female,Yes,NONE,99,7400,DAMEN AV,CHICAGO
10162,Mon,06/12/2017 01:37:00 PM,TRAFFIC STOP,55,White,Male,Yes,ARREST,99,7400,DAMEN AV,CHICAGO
10164,Mon,06/12/2017 01:37:00 PM,TRAFFIC STOP,32,White,Male,Yes,NONE,99,7400,DAMEN AV,CHICAGO
10143,Mon,06/12/2017 01:34:00 AM,STREET STOP,21,Black,Male,Yes,NONE,71,300,DODGE AV,EVANSTON
10144,Mon,06/12/2017 01:34:00 AM,STREET STOP,22,Black,Male,Yes,NONE,71,300,DODGE AV,EVANSTON
10139,Sun,06/11/2017 01:12:00 AM,STREET STOP,16,White,Male,Yes,NONE,72,800,CHICAGO AV,EVANSTON
10137,Fri,06/09/2017 05:59:00 PM,STREET STOP/SUSP PERSON,22,Black,Male,Yes,NONE,77,1800,DARROW AV,EVANSTON
10135,Fri,06/09/2017 01:00:00 PM,STREET STOP,38,Black,Male,Yes,NONE,73,1400,HINMAN AV,EVANSTON
10134,Fri,06/09/2017 12:09:00 PM,OTHER,51,Black,Male,Yes,ARREST,71,1800,HOWARD ST,EVANSTON
10140,Fri,06/09/2017 10:29:00 AM,STREET STOP,51,White,Male,Yes,ARREST,99,7600,CLARK ST,CHICAGO
10152,Wed,06/07/2017 01:53:00 PM,OTHER,57,Black,Male,Yes,NONE,73,1400,CHICAGO AV,EVANSTON
10120,Wed,06/07/2017 02:57:00 AM,TRAF STOP/SUSP PERSON/GANG/RSO,35,Black,Male,Yes,,72,600,SHERIDAN SQ,EVANSTON
10127,Wed,06/07/2017 01:34:00 AM,TRAF STOP/SUSP PERSON/GANG/RSO,25,White,Female,Yes,,72,600,SHERIDAN SQ,EVANSTON
10121,Wed,06/07/2017 01:34:00 AM,TRAF STOP/SUSP PERSON/GANG/RSO,20,White,Female,Yes,,72,600,SHERIDAN SQ,EVANSTON
10165,Mon,06/05/2017 08:23:00 PM,TRAFFIC STOP,21,Black,Male,Yes,,77,2200,EMERSON ST/HARTREY AV,EVANSTON
10106,Mon,06/05/2017 06:17:00 PM,TRAF STOP/GANG NARC,16,White,Male,Yes,ARREST,76,1900,RIDGE AV,EVANSTON
10105,Mon,06/05/2017 05:41:00 PM,OTHER,16,White,Male,Yes,NONE,71,400,DODGE AV,EVANSTON
10109,Mon,06/05/2017 05:13:00 PM,OTHER,16,White,Male,Yes,NONE,71,400,DODGE AV,EVANSTON
10098,Mon,06/05/2017 05:13:00 PM,OTHER,15,White,Male,Yes,NONE,71,400,DODGE AV,EVANSTON
10113,Mon,06/05/2017 03:58:00 PM,TRAF STOP/GANG NARC,24,Black,Male,Yes,NONE,78,600,HOWARD ST,EVANSTON
10112,Mon,06/05/2017 03:58:00 PM,STREET STOP/GANG NARC,29,Black,Male,Yes,NONE,78,600,HOWARD ST,EVANSTON
10111,Mon,06/05/2017 03:58:00 PM,STREET STOP/GANG NARC,27,Black,Female,Yes,NONE,78,600,HOWARD ST,EVANSTON
10114,Mon,06/05/2017 03:58:00 PM,STREET STOP/GANG NARC,28,Black,Male,Yes,NONE,78,600,HOWARD ST,EVANSTON
10104,Mon,06/05/2017 07:55:00 AM,STREET STOP/SUSP PERSON,37,White,Male,Yes,NONE,72,900,HINMAN AV,EVANSTON
10095,Sat,06/03/2017 04:53:00 PM,TRAFFIC STOP,35,White,Male,Yes,ARREST,77,2000,DODGE AV,EVANSTON
10093,Fri,06/02/2017 05:38:00 PM,TRAF STOP/SUSP PERS/GANG NARC,18,Black,Male,Yes,ARREST,72,300,MAIN ST,EVANSTON
10077,Thu,06/01/2017 07:22:00 PM,GANG/NARCOTIC,25,Unknown,Male,Yes,NONE,78,400,RIDGE AV,EVANSTON
10057,Sun,05/28/2017 07:36:00 PM,STREET STOP,27,Black,Male,Yes,NONE,77,2100,DARROW AV,EVANSTON
10055,Sat,05/27/2017 02:34:00 AM,STREET STOP/SUSP PERSON,28,Black,Male,Yes,NONE,77,1700,MC DANIEL AV,EVANSTON
10053,Sat,05/27/2017 01:35:00 AM,STREET STOP,29,Black,Male,Yes,,72,600,SHERIDAN SQ,EVANSTON
10054,Sat,05/27/2017 01:35:00 AM,STREET STOP,37,Black,Female,Yes,NONE,72,600,SHERIDAN SQ,EVANSTON
10048,Fri,05/26/2017 11:12:00 PM,STREET STOP,19,Black,Female,Yes,NONE,72,0,KEDZIE ST,EVANSTON
10052,Fri,05/26/2017 11:12:00 PM,STREET STOP,21,White,Male,Yes,,72,0,KEDZIE ST,EVANSTON
10049,Fri,05/26/2017 11:12:00 PM,STREET STOP,20,Black,Female,Yes,NONE,72,0,KEDZIE ST,EVANSTON
10047,Fri,05/26/2017 01:59:00 PM,STREET STOP,26,White,Male,Yes,NONE,74,1600,PITNER AV,EVANSTON
10045,Thu,05/25/2017 02:36:00 AM,STREET STOP,19,White,Male,Yes,,74,2000,GREENWOOD ST,EVANSTON
10044,Thu,05/25/2017 02:36:00 AM,STREET STOP,18,White,Male,Yes,NONE,74,2000,GREENWOOD ST,EVANSTON
10042,Thu,05/25/2017 12:13:00 AM,STREET STOP,22,Black,Male,Yes,NONE,77,1800,LELAND AV,EVANSTON
10043,Wed,05/24/2017 11:55:00 PM,STREET STOP,20,Black,Female,Yes,NONE,77,1800,LELAND AV,EVANSTON
10075,Wed,05/24/2017 01:15:00 PM,TRAFFIC STOP,22,Black,Male,Yes,ARREST,74,1000,RIDGE AV,EVANSTON
10086,Wed,05/24/2017 01:15:00 PM,TRAFFIC STOP,33,Black,Male,Yes,ARREST,74,1000,RIDGE AV,EVANSTON
10087,Wed,05/24/2017 01:15:00 PM,TRAFFIC STOP,27,Black,Female,Yes,ARREST,74,1000,RIDGE AV,EVANSTON
10038,Mon,05/22/2017 06:52:00 PM,TRAFFIC STOP,19,White,Male,Yes,NONE,74,1200,MC DANIEL AV,EVANSTON
10035,Mon,05/22/2017 02:06:00 AM,TRAF STOP/GANG NARC,21,White,Female,Yes,NONE,78,0,RIDGE AV/HOWARD ST,EVANSTON
10034,Sun,05/21/2017 05:34:00 PM,TRAF STOP/GANG NARC,20,White,Male,Yes,,74,2400,DEMPSTER ST,EVANSTON
10064,Sun,05/21/2017 01:09:00 AM,TRAF STOP/GANG NARC,28,White,Male,Yes,NONE,78,0,ASBURY AV/HOWARD ST,EVANSTON
10066,Sun,05/21/2017 12:59:00 AM,TRAF STOP/GANG NARC,17,,Male,Yes,NONE,78,0,ASBURY AV/HOWARD ST,EVANSTON
10074,Sun,05/21/2017 12:52:00 AM,TRAF STOP/GANG NARC,21,White,Male,Yes,NONE,78,0,ASBURY AV/HOWARD ST,EVANSTON
10027,Sat,05/20/2017 07:08:00 PM,TRAFFIC STOP,27,Black,Male,Yes,NONE,75,2600,GRANT ST,EVANSTON
10173,Fri,05/19/2017 10:39:00 PM,TRAFFIC STOP,19,White,Male,Yes,ARREST,72,500,CHICAGO AV,EVANSTON
10172,Fri,05/19/2017 07:36:00 PM,TRAFFIC STOP,20,Black,Male,Yes,ARREST,72,500,CHICAGO AV,EVANSTON
10028,Fri,05/19/2017 01:30:00 PM,SUSP PERSON/GANG NARC,26,White,Male,Yes,NONE,78,100,ASBURY AV,EVANSTON
10029,Fri,05/19/2017 01:07:00 PM,SUSP PERSON/GANG NARC/RSO,32,White,Male,Yes,NONE,71,100,ASBURY AV,EVANSTON
10023,Fri,05/19/2017 12:34:00 AM,TRAF STOP/GANG NARC,23,Black,Male,Yes,NONE,78,700,HOWARD ST,EVANSTON
10020,Thu,05/18/2017 07:43:00 PM,TRAF STOP/GANG NARC,23,Black,Male,Yes,NONE,78,600,HOWARD ST,EVANSTON
10019,Thu,05/18/2017 07:30:00 PM,TRAF STOP/GANG NARC,26,Black,Male,Yes,NONE,78,600,HOWARD ST,EVANSTON
10073,Thu,05/18/2017 03:16:00 PM,TRAF STOP/GANG NARC,32,Black,Male,Yes,NONE,77,1800,HARTREY AV,EVANSTON
10024,Thu,05/18/2017 12:00:00 AM,STREET STOP,26,White,Male,Yes,ARREST,73,600,CHURCH ST,EVANSTON
10018,Wed,05/17/2017 06:11:00 PM,GANG NARC/RSO,25,Black,Male,Yes,ARREST,99,7700,PAULINA ST,CHICAGO
10017,Wed,05/17/2017 06:06:00 PM,GANG/NARCOTIC,21,White,Male,Yes,ARREST,99,7700,PAULINA ST,CHICAGO
10089,Tue,05/16/2017 06:47:00 PM,TRAFFIC STOP,19,White,Male,Yes,NONE,77,2200,EMERSON ST,EVANSTON
10072,Tue,05/16/2017 06:47:00 PM,TRAFFIC STOP,18,Black,Male,Yes,NONE,77,2200,EMERSON ST,EVANSTON
10085,Tue,05/16/2017 06:07:00 PM,TRAFFIC STOP,34,Black,Male,Yes,NONE,74,2400,DEMPSTER ST,EVANSTON
10016,Mon,05/15/2017 05:47:00 PM,STREET STOP/GANG NARC,33,Black,Male,Yes,NONE,99,7700,PAULINA ST,CHICAGO
10002,Mon,05/15/2017 04:56:00 PM,TRAFFIC STOP,18,White,Male,Yes,NONE,73,1100,CHURCH ST,EVANSTON
9993,Mon,05/15/2017 02:22:00 AM,TRAF STOP/GANG NARC,22,Black,Male,Yes,NONE,99,3300,HOWARD ST/MC CORMICK BL,SKOKIE
9998,Sun,05/14/2017 11:46:00 PM,TRAF STOP/SUSP PERSON/GANG/RSO,20,Black,Male,Yes,NONE,74,1500,PITNER AV,EVANSTON
9994,Sun,05/14/2017 11:46:00 PM,TRAF STOP/SUSP PERSON/GANG/RSO,17,Black,Male,Yes,NONE,74,1500,PITNER AV,EVANSTON
9995,Sun,05/14/2017 11:46:00 PM,TRAF STOP/SUSP PERSON/GANG/RSO,20,Black,Male,Yes,NONE,74,1500,PITNER AV,EVANSTON
9996,Sun,05/14/2017 11:46:00 PM,TRAF STOP/SUSP PERSON/GANG/RSO,21,Black,Male,Yes,NONE,74,1500,PITNER AV,EVANSTON
10084,Sun,05/14/2017 10:17:00 PM,TRAFFIC STOP,21,Black,Male,Yes,NONE,74,2400,DEMPSTER ST,EVANSTON
10069,Sun,05/14/2017 07:00:00 PM,TRAFFIC STOP,17,Black,Male,Yes,NONE,74,2400,DEMPSTER ST,EVANSTON
10067,Sun,05/14/2017 07:00:00 PM,TRAFFIC STOP,21,Black,Male,Yes,NONE,74,2400,DEMPSTER ST,EVANSTON
10068,Sun,05/14/2017 07:00:00 PM,TRAFFIC STOP,18,Black,Male,Yes,NONE,74,2400,DEMPSTER ST,EVANSTON
10015,Sun,05/14/2017 05:14:00 PM,OTHER,12,Black,Male,Yes,NONE,75,2300,HARTREY AV,EVANSTON
10014,Sun,05/14/2017 05:08:00 PM,OTHER,14,Black,Male,Yes,NONE,75,2300,HARTREY AV,EVANSTON
10094,Sat,05/13/2017 08:50:00 PM,TRAF STOP/GANG NARC,29,Black,Male,Yes,NONE,77,1900,FOSTER ST,EVANSTON
9987,Sat,05/13/2017 04:26:00 AM,STREET STOP/SUSP PERSON,57,Black,Male,Yes,NONE,77,1900,JACKSON AV,EVANSTON
10090,Fri,05/12/2017 09:30:00 PM,TRAF STOP/GANG NARC,28,Black,Male,Yes,NONE,78,100,CUSTER AV,EVANSTON
10083,Fri,05/12/2017 09:21:00 PM,TRAF STOP/GANG NARC,26,Black,Male,Yes,NONE,78,100,CUSTER AV,EVANSTON
10082,Fri,05/12/2017 03:33:00 PM,TRAFFIC STOP,24,Black,Male,Yes,NONE,77,1800,EMERSON ST,EVANSTON
10081,Fri,05/12/2017 03:33:00 PM,TRAFFIC STOP,24,Black,Male,Yes,NONE,77,1800,EMERSON ST,EVANSTON
9985,Fri,05/12/2017 02:02:00 AM,OTHER,30,White,Female,Yes,NONE,74,1500,PITNER AV,EVANSTON
9980,Thu,05/11/2017 11:42:00 PM,STREET STOP/SUSP PERSON/GANG NARC,24,Black,Male,Yes,NONE,74,1500,PITNER AV,EVANSTON
9976,Wed,05/10/2017 11:27:00 PM,STREET STOP,19,White,Female,Yes,NONE,78,600,MULFORD ST,EVANSTON
9979,Wed,05/10/2017 11:27:00 PM,STREET STOP,30,Black,Male,Yes,NONE,78,600,MULFORD ST,EVANSTON
10171,Wed,05/10/2017 05:39:00 PM,STREET STOP,28,Black,Male,Yes,NONE,77,2000,ASHLAND AV,EVANSTON
9978,Wed,05/10/2017 05:20:00 PM,STREET STOP/RSO,35,Black,Male,Yes,NONE,99,2000,HOWARD ST/DAMEN AV,CHICAGO
9974,Wed,05/10/2017 02:34:00 AM,SUSPICIOUS PERSON,62,Black,Male,Yes,NONE,71,2500,HOWARD ST,EVANSTON
9973,Wed,05/10/2017 02:28:00 AM,SUSPICIOUS PERSON,47,Black,Male,Yes,NONE,71,2500,HOWARD ST,EVANSTON
9975,Wed,05/10/2017 01:46:00 AM,SUSPICIOUS PERSON,44,Black,Male,Yes,NONE,71,2500,HOWARD ST,EVANSTON
10101,Mon,05/08/2017 06:11:00 PM,TRAF STOP/GANG NARC,18,Black,Male,Yes,NONE,77,1800,LAUREL AV,EVANSTON
9965,Sun,05/07/2017 05:36:00 PM,TRAFFIC STOP,17,Black,Male,Yes,ARREST,77,1700,ASHLAND AV,EVANSTON
9961,Sun,05/07/2017 05:36:00 PM,TRAFFIC STOP,21,Black,Male,Yes,ARREST,77,1700,ASHLAND AV,EVANSTON
9962,Sun,05/07/2017 05:36:00 PM,TRAFFIC STOP,21,Black,Male,Yes,ARREST,77,1700,ASHLAND AV,EVANSTON
9963,Sun,05/07/2017 05:36:00 PM,TRAFFIC STOP,16,Black,Male,Yes,ARREST,77,1700,ASHLAND AV,EVANSTON
9964,Sun,05/07/2017 05:36:00 PM,TRAFFIC STOP,17,Black,Male,Yes,ARREST,77,1700,ASHLAND AV,EVANSTON
