Field Contact Key,Day of the Week,Field Contact Date,Reason Code Description,Age,Race,Sex,Pat Down,Enforcement,Police Beat,Street Number,Street Name,City
10025,Sat,05/06/2017 01:47:00 PM,STREET STOP,28,White,Male,Yes,NONE,74,1000,DODGE AV,EVANSTON
10110,Sat,05/06/2017 01:09:00 PM,TRAF STOP/GANG NARC,23,White,Male,Yes,NONE,78,100,ASBURY AV,EVANSTON
10070,Sat,05/06/2017 01:09:00 PM,TRAF STOP/GANG NARC,23,White,Male,Yes,NONE,78,100,ASBURY AV,EVANSTON
9955,Sat,05/06/2017 12:36:00 AM,TRAFFIC STOP,17,White,Male,Yes,ARREST,74,1000,ASBURY AV,EVANSTON
9957,Fri,05/05/2017 10:23:00 PM,TRAFFIC STOP,16,White,Male,Yes,ARREST,74,1000,ASBURY AV,EVANSTON
9959,Fri,05/05/2017 10:23:00 PM,TRAFFIC STOP,16,White,Male,Yes,ARREST,74,1000,ASBURY AV,EVANSTON
9956,Fri,05/05/2017 10:23:00 PM,TRAFFIC STOP,17,White,Male,Yes,ARREST,74,1000,ASBURY AV,EVANSTON
9954,Fri,05/05/2017 07:00:00 PM,STREET STOP,16,Black,Male,Yes,ARREST,77,2100,GREEN BAY RD,EVANSTON
9971,Fri,05/05/2017 05:44:00 PM,STREET STOP,65,Black,Male,Yes,NONE,77,1200,EMERSON ST,EVANSTON
9953,Thu,05/04/2017 10:04:00 PM,TRAF STOP/SUSP PERSON/GANG/RSO,26,White,Male,Yes,NONE,78,400,RIDGE AV,EVANSTON
9950,Thu,05/04/2017 01:25:00 AM,TRAF STOP/GANG NARC,26,Black,Male,Yes,NONE,71,100,ASBURY AV,EVANSTON
9947,Tue,05/02/2017 11:54:00 PM,TRAFFIC STOP,24,Black,Female,Yes,NONE,78,500,HOWARD ST/CHICAGO AV,EVANSTON
9948,Tue,05/02/2017 11:27:00 PM,TRAFFIC STOP,30,Black,Male,Yes,NONE,78,500,HOWARD ST/CHICAGO AV,EVANSTON
9946,Tue,05/02/2017 05:43:00 PM,STREET STOP/GANG NARC,57,Black,Male,Yes,ARREST,77,1800,DODGE AV,EVANSTON
9941,Tue,05/02/2017 01:41:00 AM,TRAF STOP/SUSP PERSON/GANG/RSO,30,Black,Male,Yes,NONE,78,100,RIDGE AV,EVANSTON
9940,Tue,05/02/2017 01:41:00 AM,TRAF STOP/SUSP PERSON/GANG/RSO,28,Black,Male,Yes,NONE,78,100,RIDGE AV,EVANSTON
9997,Mon,05/01/2017 09:43:00 PM,TRAFFIC STOP,17,Black,Male,Yes,NONE,78,800,HOWARD ST,EVANSTON
10088,Mon,05/01/2017 08:40:00 PM,TRAFFIC STOP,23,Black,Male,Yes,NONE,78,800,HOWARD ST,EVANSTON
9988,Sun,04/30/2017 05:25:00 PM,TRAFFIC STOP,35,Black,Male,Yes,NONE,77,1800,EMERSON ST,EVANSTON
9934,Fri,04/28/2017 01:55:00 AM,TRAF STOP/SUSP PERSON/GANG/RSO,27,Black,Male,Yes,NONE,77,2000,ASHLAND AV,EVANSTON
9933,Thu,04/27/2017 07:49:00 PM,TRAFFIC STOP,24,White,Male,Yes,NONE,74,1700,DEMPSTER ST,EVANSTON
9930,Wed,04/26/2017 09:47:00 PM,TRAF STOP/GANG NARC,25,Black,Male,Yes,NONE,74,1900,DEMPSTER ST,EVANSTON
9927,Wed,04/26/2017 09:36:00 PM,TRAF STOP/GANG NARC/RSO,21,Black,Male,Yes,NONE,74,1900,DEMPSTER ST,EVANSTON
9990,Tue,04/25/2017 10:20:00 PM,SUSP PERSON/GANG NARC,21,Black,Male,Yes,NONE,74,1400,GREY AV,EVANSTON
9991,Tue,04/25/2017 06:30:00 PM,SUSP PERSON/GANG NARC,17,Black,Male,Yes,NONE,74,1400,GREY AV,EVANSTON
9935,Tue,04/25/2017 10:27:00 AM,TRAF STOP/GANG NARC,36,Black,Male,Yes,NONE,74,2200,GREENWOOD ST,EVANSTON
9917,Tue,04/25/2017 02:06:00 AM,TRAFFIC STOP,21,White,Male,Yes,NONE,74,1400,DARROW AV/GREENWOOD ST,EVANSTON
9916,Tue,04/25/2017 01:51:00 AM,TRAFFIC STOP,20,White,Male,Yes,,74,1400,DARROW AV/GREENWOOD ST,EVANSTON
9915,Mon,04/24/2017 04:16:00 PM,STREET STOP,43,Black,Male,Yes,NONE,74,2400,DEMPSTER ST,EVANSTON
9901,Sat,04/22/2017 12:18:00 AM,STREET STOP/SUSP PERSON,18,Black,Male,Yes,NONE,72,600,CHICAGO AV,EVANSTON
9970,Fri,04/21/2017 09:54:00 PM,GANG/NARCOTIC,22,White,Male,Yes,NONE,71,300,DEWEY AV,EVANSTON
9989,Fri,04/21/2017 09:45:00 PM,TRAFFIC STOP,23,Black,Male,Yes,NONE,99,7000,SHERIDAN RD/LUNT AV,CHICAGO
9919,Fri,04/21/2017 09:45:00 PM,TRAFFIC STOP,29,Black,Male,Yes,NONE,99,7000,SHERIDAN RD/LUNT AV,CHICAGO
9898,Fri,04/21/2017 08:40:00 PM,GANG/NARCOTIC,21,White,Male,Yes,ARREST,71,300,DEWEY AV,EVANSTON
9897,Fri,04/21/2017 08:36:00 PM,GANG NARC/RSO,22,White,Male,Yes,ARREST,71,300,DEWEY AV,EVANSTON
9894,Fri,04/21/2017 12:11:00 AM,TRAF STOP/GANG NARC,25,White,Male,Yes,NONE,71,2200,OAKTON ST,EVANSTON
9928,Thu,04/20/2017 04:40:00 PM,TRAFFIC STOP,25,Black,Male,Yes,NONE,74,1600,CHURCH ST,EVANSTON
9911,Thu,04/20/2017 12:29:00 AM,TRAFFIC STOP,24,Black,Female,Yes,NONE,72,1000,OAKTON ST/RIDGE AV,EVANSTON
9890,Thu,04/20/2017 12:29:00 AM,TRAFFIC STOP,23,Black,Male,Yes,NONE,72,500,RIDGE AV/OAKTON ST,EVANSTON
9889,Thu,04/20/2017 12:29:00 AM,TRAFFIC STOP,29,Black,Male,Yes,NONE,72,500,RIDGE AV/OAKTON ST,EVANSTON
9885,Wed,04/19/2017 11:57:00 PM,SUSPICIOUS PERSON,23,Black,Male,Yes,NONE,74,1000,FLORENCE AV,EVANSTON
9884,Wed,04/19/2017 10:02:00 PM,TRAF STOP/GANG NARC,29,Black,Male,Yes,NONE,78,200,CUSTER AV/BRUMMEL ST,EVANSTON
9900,Tue,04/18/2017 06:36:00 PM,TRAFFIC STOP,28,Black,Male,Yes,NONE,78,200,RIDGE AV,EVANSTON
10013,Tue,04/18/2017 05:05:00 PM,TRAFFIC STOP,22,Asian,Male,Yes,NONE,78,300,RIDGE AV,EVANSTON
9877,Mon,04/17/2017 08:36:00 PM,TRAF STOP/GANG NARC,20,Black,Male,Yes,NONE,77,2300,EMERSON ST,EVANSTON
9876,Mon,04/17/2017 04:53:00 PM,TRAF STOP/GANG NARC,24,Black,Male,Yes,NONE,71,2400,MAIN ST,EVANSTON
9874,Sun,04/16/2017 04:12:00 PM,TRAF STOP/GANG NARC,26,Black,Male,Yes,NONE,74,1600,DODGE AV,EVANSTON
9865,Sun,04/16/2017 04:12:00 PM,TRAF STOP/GANG NARC,24,Black,Male,Yes,NONE,74,1600,DODGE AV,EVANSTON
9892,Fri,04/14/2017 11:09:00 PM,STREET STOP/SUSP PERSON/GANG NARC,28,Black,Male,Yes,ARREST,77,1700,LYONS ST,EVANSTON
9882,Fri,04/14/2017 08:43:00 PM,STREET STOP,36,Black,Male,Yes,ARREST,74,1400,DARROW AV,EVANSTON
9870,Fri,04/14/2017 06:47:00 PM,TRAFFIC STOP,23,Black,Male,Yes,ARREST,99,4000,OAKTON ST,SKOKIE
9869,Fri,04/14/2017 06:47:00 PM,TRAFFIC STOP,24,Black,Male,Yes,ARREST,99,4000,OAKTON ST,SKOKIE
9868,Fri,04/14/2017 06:47:00 PM,TRAFFIC STOP,24,Black,Male,Yes,ARREST,99,4000,OAKTON,SKOKIE
9873,Fri,04/14/2017 04:28:00 PM,TRAF STOP/GANG NARC,19,Black,Male,Yes,,75,2100,MC CORMICK BL,EVANSTON
9860,Thu,04/13/2017 07:45:00 PM,STREET STOP,30,Black,Male,Yes,NONE,76,1900,MAPLE AV,EVANSTON
9843,Thu,04/13/2017 02:11:00 AM,TRAFFIC STOP,25,White,Male,Yes,NONE,78,,RIDGE AV/SEWERD ST,EVANSTON
9854,Wed,04/12/2017 05:05:00 PM,TRAFFIC STOP,22,White,Male,Yes,ARREST,71,2100,HOWARD ST,EVANSTON
9842,Tue,04/11/2017 06:43:00 PM,TRAF STOP/GANG NARC,20,Black,Male,Yes,NONE,74,1500,PITNER AV,EVANSTON
9853,Tue,04/11/2017 06:43:00 PM,TRAF STOP/GANG NARC,21,Black,Male,Yes,NONE,74,1500,PITNER AV,EVANSTON
9857,Tue,04/11/2017 06:43:00 PM,TRAF STOP/GANG NARC,21,Black,Male,Yes,NONE,74,1500,PITNER AV,EVANSTON
9833,Tue,04/11/2017 10:48:00 AM,OTHER,61,Asian,Male,Yes,NONE,71,2400,MAIN ST,EVANSTON
9844,Mon,04/10/2017 07:05:00 PM,TRAF STOP/GANG NARC,25,Black,Male,Yes,NONE,77,1800,EMERSON ST,EVANSTON
9851,Sun,04/09/2017 06:00:00 PM,STREET STOP,18,Black,Male,Yes,ARREST,78,600,HOWARD ST,EVANSTON
9837,Sun,04/09/2017 02:29:00 PM,STREET STOP/SUSP PERSON,50,Black,Male,Yes,NONE,71,2400,MAIN ST,EVANSTON
9829,Sat,04/08/2017 12:15:00 AM,STREET STOP,18,Black,Male,Yes,NONE,71,2400,MAIN ST,EVANSTON
9849,Fri,04/07/2017 11:39:00 PM,TRAF STOP/GANG NARC,22,Black,Male,Yes,NONE,99,8600,MC CORMICK BL/DEMPSTER ST,SKOKIE
9848,Fri,04/07/2017 11:34:00 PM,TRAF STOP/GANG NARC,24,Black,Male,Yes,NONE,99,8600,MC CORMICK BL/DEMPSTER ST,SKOKIE
9824,Fri,04/07/2017 11:24:00 PM,TRAF STOP/GANG NARC,24,Black,Male,Yes,NONE,99,8600,MC CORMICK BL/DEMPSTER ST,SKOKIE
9847,Fri,04/07/2017 11:18:00 PM,TRAF STOP/GANG NARC,27,Black,Male,Yes,,77,1900,HOVLAND CT/EMERSON ST,EVANSTON
9846,Fri,04/07/2017 11:09:00 PM,TRAFFIC STOP,24,Black,Male,Yes,NONE,74,900,MC DANIEL AV/BRADLEY PL,EVANSTON
9855,Fri,04/07/2017 10:58:00 PM,TRAFFIC STOP,21,White,Male,Yes,NONE,74,900,MC DANIEL AV/BRADLEY PL,EVANSTON
9823,Fri,04/07/2017 10:50:00 PM,TRAFFIC STOP,24,Black,Male,Yes,NONE,74,900,MC DANIEL AV/BRADLEY PL,EVANSTON
9821,Fri,04/07/2017 02:52:00 AM,STREET STOP,26,White,Male,Yes,NONE,72,1000,CHICAGO AV,EVANSTON
9836,Fri,04/07/2017 01:23:00 AM,STREET STOP,35,Black,Male,Yes,NONE,78,600,CASE PL,EVANSTON
9817,Wed,04/05/2017 03:11:00 AM,OTHER,24,Black,Male,Yes,NONE,74,1300,HARTREY AV,EVANSTON
9822,Mon,04/03/2017 07:52:00 PM,STREET STOP/SUSP PERSON,26,Black,Male,Yes,NONE,74,900,ASHLAND AV,EVANSTON
9812,Mon,04/03/2017 11:30:00 AM,TRAFFIC STOP,21,Black,Male,Yes,NONE,71,1500,MAIN ST,EVANSTON
9811,Mon,04/03/2017 11:22:00 AM,TRAFFIC STOP,19,Black,Male,Yes,NONE,71,1500,MAIN ST,EVANSTON
9807,Sun,04/02/2017 06:32:00 PM,TRAF STOP/GANG NARC,24,Black,Male,Yes,NONE,77,1900,ASBURY AV,EVANSTON
9806,Sun,04/02/2017 04:01:00 PM,TRAF STOP/GANG NARC,28,Black,Male,Yes,NONE,77,1900,ASBURY AV,EVANSTON
9920,Sun,04/02/2017 12:10:00 AM,TRAFFIC STOP,50,White,Male,Yes,NONE,78,800,HOWARD ST,EVANSTON
9805,Sat,04/01/2017 09:25:00 PM,TRAFFIC STOP,41,White,Male,Yes,ARREST,78,800,HOWARD ST,EVANSTON
9801,Sat,04/01/2017 11:44:00 AM,OTHER,21,Black,Female,Yes,ARREST,75,2600,CENTRAL ST,EVANSTON
9802,Sat,04/01/2017 08:30:00 AM,OTHER,24,Black,Male,Yes,ARREST,75,2600,CENTRAL ST,EVANSTON
9803,Sat,04/01/2017 08:00:00 AM,OTHER,23,Black,Male,Yes,ARREST,75,2600,CENTRAL ST,EVANSTON
9799,Sat,04/01/2017 01:54:00 AM,TRAF STOP/GANG NARC,26,Black,Male,Yes,NONE,72,700,OAKTON ST/CUSTER AV,EVANSTON
9798,Fri,03/31/2017 11:38:00 PM,TRAF STOP/GANG NARC,18,Black,Male,Yes,NONE,99,7400,RIDGE,
9787,Thu,03/30/2017 04:24:00 PM,TRAFFIC STOP/SUSP PERSON,35,Black,Male,Yes,NONE,99,9100,EWING AV,SKOKIE
9795,Tue,03/28/2017 11:44:00 AM,GANG/NARCOTIC,33,Black,Male,Yes,NONE,71,2100,HOWARD ST,EVANSTON
9794,Tue,03/28/2017 11:17:00 AM,GANG NARC/RSO,19,Black,Male,Yes,NONE,71,2100,HOWARD ST,EVANSTON
9818,Tue,03/28/2017 01:47:00 AM,OTHER,23,Black,Male,Yes,NONE,71,200,DODGE AV,EVANSTON
9785,Tue,03/28/2017 01:47:00 AM,OTHER,21,Black,Female,Yes,NONE,71,200,DODGE AV,EVANSTON
9784,Tue,03/28/2017 12:22:00 AM,TRAFFIC STOP,18,Black,Male,Yes,NONE,99,9200,EAST PRAIRIE RD,SKOKIE
9780,Mon,03/27/2017 09:43:00 PM,STREET STOP,18,Black,Male,Yes,,71,300,DODGE AV,EVANSTON
9782,Mon,03/27/2017 09:09:00 PM,STREET STOP,18,Asian,Male,Yes,NONE,71,300,DODGE AV,EVANSTON
9781,Mon,03/27/2017 09:09:00 PM,STREET STOP,20,Black,Male,Yes,NONE,71,300,DODGE AV,EVANSTON
9793,Mon,03/27/2017 08:04:00 PM,TRAFFIC STOP,28,Black,Male,Yes,NONE,78,1000,HOWARD ST,EVANSTON
9774,Sun,03/26/2017 11:29:00 PM,OTHER,23,Black,Male,Yes,NONE,72,800,SHERIDAN RD,EVANSTON
9834,Sun,03/26/2017 11:29:00 PM,OTHER,21,Black,Female,Yes,NONE,72,800,SHERIDAN RD,EVANSTON
9779,Sun,03/26/2017 10:36:00 PM,STREET STOP,34,White,Male,Yes,NONE,78,100,CALLAN AV,EVANSTON
9772,Sun,03/26/2017 09:49:00 PM,TRAFFIC STOP,31,Black,Male,Yes,ARREST,74,1700,HARTREY AV,EVANSTON
9773,Sun,03/26/2017 09:46:00 PM,TRAFFIC STOP,19,Black,Male,Yes,,74,1700,HARTREY AV,EVANSTON
9770,Fri,03/24/2017 09:44:00 PM,TRAFFIC STOP,20,Black,Female,Yes,NONE,77,1600,FOSTER ST/ASHLAND AV,EVANSTON
9775,Fri,03/24/2017 09:01:00 PM,TRAFFIC STOP,28,Black,Male,Yes,NONE,74,1600,MC DANIEL AV,EVANSTON
9762,Thu,03/23/2017 08:23:00 PM,TRAF STOP/GANG NARC,22,White,Male,Yes,NONE,74,1200,PITNER AV,EVANSTON
9760,Thu,03/23/2017 08:12:00 PM,TRAF STOP/GANG NARC,22,White,Male,Yes,NONE,74,1200,PITNER AV,EVANSTON
9759,Thu,03/23/2017 06:07:00 PM,TRAF STOP/GANG NARC,22,White,Female,Yes,NONE,74,1200,PITNER AV,EVANSTON
9761,Thu,03/23/2017 06:07:00 PM,TRAF STOP/GANG NARC,21,White,Male,Yes,NONE,74,1200,PITNER AV,EVANSTON
9758,Thu,03/23/2017 04:31:00 PM,STREET STOP,62,Black,Male,Yes,ARREST,77,1800,SIMPSON ST,EVANSTON
9755,Thu,03/23/2017 12:11:00 AM,TRAF STOP/GANG NARC,28,Black,Male,Yes,NONE,78,800,MULFORD ST,EVANSTON
9756,Wed,03/22/2017 08:07:00 PM,TRAFFIC STOP,30,Black,Male,Yes,NONE,77,1900,EMERSON ST,EVANSTON
9750,Tue,03/21/2017 07:08:00 PM,TRAFFIC STOP,25,Black,Female,Yes,ARREST,99,2100,HOWARD ST/HOYNE AV,CHICAGO
9742,Tue,03/21/2017 01:30:00 AM,TRAFFIC STOP,19,Black,Male,Yes,NONE,74,2300,DEMPSTER ST/PITNER AV,EVANSTON
9746,Mon,03/20/2017 11:11:00 PM,TRAFFIC STOP,18,Black,Male,Yes,NONE,74,2300,DEMPSTER ST/PITNER AV,EVANSTON
9745,Mon,03/20/2017 11:10:00 PM,TRAFFIC STOP,18,Black,Male,Yes,NONE,74,2300,DEMPSTER ST/PITNER AV,EVANSTON
9749,Mon,03/20/2017 08:49:00 PM,STREET STOP/SUSP PERSON/GANG NARC,24,Black,Male,Yes,NONE,77,1900,ASBURY AV,EVANSTON
9845,Mon,03/20/2017 07:25:00 PM,TRAF STOP/GANG NARC,28,Black,Male,Yes,NONE,72,600,CUSTER AV,EVANSTON
9744,Sun,03/19/2017 10:03:00 PM,TRAF STOP/RSO,28,Black,Male,Yes,NONE,74,1200,ASBURY AV,EVANSTON
9777,Sun,03/19/2017 04:50:00 PM,STREET STOP/GANG NARC,18,Black,Male,Yes,ARREST,71,1600,HOWARD ST,EVANSTON
9748,Sun,03/19/2017 01:46:00 PM,STREET STOP/SUSP PERSON,24,White,Male,Yes,NONE,71,2200,HOWARD ST,EVANSTON
9732,Sat,03/18/2017 10:38:00 PM,TRAFFIC STOP,21,White,Male,Yes,NONE,73,600,LAKE ST/CHICAGO AV,EVANSTON
9796,Sat,03/18/2017 07:30:00 PM,TRAFFIC STOP,22,Black,Male,Yes,NONE,71,2400,MAIN ST,EVANSTON
9741,Sat,03/18/2017 06:55:00 PM,TRAF STOP/GANG NARC,36,Asian,Male,Yes,,74,2400,DEMPSTER ST,EVANSTON
9736,Sat,03/18/2017 01:31:00 AM,STREET STOP/SUSP PERSON/GANG NARC,20,White,Male,Yes,NONE,78,400,RIDGE AV,EVANSTON
9735,Sat,03/18/2017 01:31:00 AM,STREET STOP/SUSP PERSON/GANG NARC,21,White,Male,Yes,NONE,78,400,RIDGE AV,EVANSTON
9737,Sat,03/18/2017 01:31:00 AM,STREET STOP/SUSP PERSON/GANG NARC,21,White,Male,Yes,NONE,78,400,RIDGE AV,EVANSTON
9725,Fri,03/17/2017 05:03:00 AM,TRAFFIC STOP,35,Black,Male,Yes,NONE,71,1900,MAIN ST,EVANSTON
9728,Fri,03/17/2017 02:19:00 AM,TRAF STOP/GANG NARC,24,Black,Male,Yes,NONE,99,3400,CHURCH ST/EAST PRAIRIE RD,SKOKIE
9715,Thu,03/16/2017 12:15:00 AM,TRAFFIC STOP,19,White,Male,Yes,,74,1200,GREENLEAF ST,EVANSTON
9720,Wed,03/15/2017 07:09:00 PM,TRAF STOP/GANG NARC,24,Black,Male,Yes,ARREST,74,1600,DODGE AV,EVANSTON
9714,Wed,03/15/2017 06:37:00 PM,TRAFFIC STOP,18,Black,Female,Yes,NONE,77,1800,WESLEY AV,EVANSTON
9753,Wed,03/15/2017 02:55:00 PM,TRAF STOP/SUSP PERSON/GANG/RSO,21,Black,Male,Yes,NONE,99,3300,MAIN ST,SKOKIE
9752,Wed,03/15/2017 02:17:00 PM,TRAF STOP/SUSP PERSON/GANG/RSO,20,Black,Male,Yes,NONE,99,3300,MAIN ST,SKOKIE
9754,Wed,03/15/2017 02:17:00 PM,TRAF STOP/SUSP PERSON/GANG/RSO,21,Black,Female,Yes,NONE,99,3300,MAIN ST,SKOKIE
9712,Wed,03/15/2017 05:27:00 AM,STREET STOP,37,Black,Male,Yes,NONE,78,200,CALLAN AV,EVANSTON
9711,Wed,03/15/2017 02:00:00 AM,TRAF STOP/GANG NARC,28,Black,Male,Yes,NONE,74,1300,MC DANIEL AV,EVANSTON
9716,Tue,03/14/2017 04:44:00 PM,TRAFFIC STOP,24,Black,Male,Yes,NONE,77,1800,ASBURY AV,EVANSTON
9717,Tue,03/14/2017 04:44:00 PM,TRAFFIC STOP,25,Black,Male,Yes,NONE,77,1800,ASBURY AV,EVANSTON
9708,Tue,03/14/2017 01:27:00 AM,TRAF STOP/GANG NARC,27,Black,Female,Yes,NONE,99,1800,BIRCHWOOD AV/CLARK ST,CHICAGO
9701,Sun,03/12/2017 09:35:00 PM,TRAFFIC STOP,24,Black,Female,Yes,NONE,78,700,HOWARD ST,EVANSTON
9700,Sun,03/12/2017 09:28:00 PM,TRAFFIC STOP,22,White,Female,Yes,NONE,78,700,HOWARD ST,EVANSTON
9697,Sun,03/12/2017 08:49:00 PM,SUSPICIOUS PERSON,46,Black,Male,Yes,NONE,73,1100,CHICAGO AV,EVANSTON
9690,Sun,03/12/2017 12:08:00 AM,STREET STOP,26,Black,Male,Yes,NONE,72,700,SEWARD ST,EVANSTON
9688,Sat,03/11/2017 10:29:00 PM,TRAFFIC STOP,18,Asian,Male,Yes,NONE,74,1200,CHURCH ST,EVANSTON
9687,Sat,03/11/2017 10:18:00 PM,TRAFFIC STOP,22,Black,Male,Yes,NONE,74,1200,CHURCH ST,EVANSTON
9689,Fri,03/10/2017 04:08:00 PM,TRAFFIC STOP,18,Black,Male,Yes,NONE,74,1300,HARTREY AV,EVANSTON
9685,Fri,03/10/2017 01:45:00 AM,TRAF STOP/GANG NARC,25,Black,Male,Yes,NONE,74,1700,LEE ST,EVANSTON
9678,Wed,03/08/2017 11:10:00 PM,TRAF STOP/GANG NARC,22,Asian,Female,Yes,,71,300,DODGE AV,EVANSTON
9681,Wed,03/08/2017 11:05:00 PM,TRAF STOP/GANG NARC,20,White,Female,Yes,NONE,71,300,DODGE AV,EVANSTON
9679,Wed,03/08/2017 11:05:00 PM,TRAF STOP/GANG NARC,25,White,Male,Yes,NONE,71,300,DODGE AV,EVANSTON
9680,Wed,03/08/2017 11:05:00 PM,TRAF STOP/GANG NARC,26,Asian,Female,Yes,NONE,71,300,DODGE AV,EVANSTON
9675,Tue,03/07/2017 10:08:00 PM,STREET STOP,19,White,Female,Yes,ARREST,75,2900,CENTRAL ST,EVANSTON
9676,Tue,03/07/2017 08:40:00 PM,STREET STOP,18,Black,Male,Yes,NONE,75,2900,CENTRAL ST,EVANSTON
9666,Mon,03/06/2017 10:30:00 PM,TRAFFIC STOP,23,Black,Male,Yes,NONE,77,2400,EMERSON ST,EVANSTON
9670,Mon,03/06/2017 09:17:00 PM,STREET STOP,24,Black,Male,Yes,NONE,73,800,DAVIS ST,EVANSTON
9669,Mon,03/06/2017 03:23:00 PM,STREET STOP/SUSP PERSON,16,Black,Male,Yes,NONE,77,1700,DARROW AV,EVANSTON
9656,Sun,03/05/2017 05:48:00 PM,TRAF STOP/SUSP PERSON/GANG/RSO,17,Black,Male,Yes,NONE,74,1900,DEMPSTER ST,EVANSTON
9655,Sun,03/05/2017 05:48:00 PM,TRAF STOP/SUSP PERSON/GANG/RSO,20,Black,Male,Yes,NONE,74,1900,DEMPSTER ST,EVANSTON
9654,Sun,03/05/2017 05:48:00 PM,TRAF STOP/SUSP PERSON/GANG/RSO,21,Black,Male,Yes,NONE,74,1900,DEMPSTER ST,EVANSTON
9652,Sun,03/05/2017 05:16:00 PM,TRAFFIC STOP,28,Black,Male,Yes,NONE,77,1800,CHURCH ST,EVANSTON
9653,Sun,03/05/2017 05:16:00 PM,TRAFFIC STOP,29,Black,Male,Yes,NONE,77,1800,CHURCH ST,EVANSTON
9651,Sun,03/05/2017 04:46:00 PM,TRAF STOP/GANG NARC,18,Asian,Male,Yes,,75,2700,CRAWFORD AV,EVANSTON
9647,Sat,03/04/2017 11:50:00 PM,TRAFFIC STOP,36,Black,Male,Yes,ARREST,74,1900,GREENWOOD ST/DODGE AV,EVANSTON
9644,Sat,03/04/2017 07:58:00 PM,TRAFFIC STOP,32,Black,Male,Yes,NONE,77,1800,DODGE AV,EVANSTON
9645,Sat,03/04/2017 07:53:00 PM,TRAFFIC STOP,18,Black,Male,Yes,NONE,77,1800,DODGE AV,EVANSTON
9841,Sat,03/04/2017 07:53:00 PM,TRAFFIC STOP,28,Black,Male,Yes,NONE,77,1800,DODGE AV,EVANSTON
9778,Sat,03/04/2017 07:31:00 PM,TRAFFIC STOP,29,Black,Male,Yes,NONE,77,,CALIFORNIA/TOUHY,CHICAGO
9662,Fri,03/03/2017 11:45:00 PM,TRAFFIC STOP,39,White,Male,Yes,NONE,78,400,HOWARD ST,EVANSTON
9721,Fri,03/03/2017 11:45:00 PM,TRAFFIC STOP,37,White,Male,Yes,NONE,78,400,HOWARD ST,EVANSTON
9642,Fri,03/03/2017 09:54:00 AM,STREET STOP,52,White,Male,Yes,NONE,73,800,DAVIS ST,EVANSTON
9631,Fri,03/03/2017 01:22:00 AM,TRAFFIC STOP,21,Black,Female,Yes,NONE,74,1600,LAKE ST,EVANSTON
9630,Fri,03/03/2017 01:10:00 AM,TRAFFIC STOP,21,Black,Male,Yes,NONE,74,1600,LAKE ST,EVANSTON
9641,Fri,03/03/2017 12:33:00 AM,TRAFFIC STOP/SUSP PERSON,22,Black,Male,Yes,NONE,77,1800,LELAND AV,EVANSTON
9628,Thu,03/02/2017 11:30:00 PM,OTHER,37,Black,Male,Yes,NONE,76,2300,NOYES CT,EVANSTON
9638,Thu,03/02/2017 07:07:00 PM,STREET STOP/SUSP PERSON,22,White,Male,Yes,NONE,74,1400,DARROW AV,EVANSTON
9636,Thu,03/02/2017 06:59:00 PM,TRAFFIC STOP,36,Black,Male,Yes,NONE,77,2000,ASHLAND AV,EVANSTON
9639,Thu,03/02/2017 06:59:00 PM,TRAFFIC STOP,37,Black,Male,Yes,NONE,77,2000,ASHLAND AV,EVANSTON
9637,Thu,03/02/2017 06:00:00 PM,STREET STOP/SUSP PERSON,21,White,Male,Yes,NONE,74,1400,DARROW AV,EVANSTON
9659,Thu,03/02/2017 04:51:00 PM,TRAFFIC STOP,29,Black,Male,Yes,NONE,74,1400,GREY AV,EVANSTON
9629,Thu,03/02/2017 04:39:00 PM,STREET STOP,58,Black,Male,Yes,NONE,71,1600,MADISON ST,EVANSTON
9619,Thu,03/02/2017 02:43:00 AM,TRAF STOP/GANG NARC,22,Black,Male,Yes,NONE,74,1100,PITNER AV,EVANSTON
9620,Thu,03/02/2017 02:43:00 AM,TRAF STOP/GANG NARC,20,Black,Male,Yes,NONE,74,1100,PITNER AV,EVANSTON
9658,Thu,03/02/2017 01:14:00 AM,STREET STOP,42,Black,Male,Yes,NONE,76,1800,RIDGE AV,EVANSTON
9706,Wed,03/01/2017 11:34:00 PM,STREET STOP,26,Black,Male,Yes,NONE,74,1500,MC DANIEL AV,EVANSTON
9707,Wed,03/01/2017 11:34:00 PM,STREET STOP,16,Black,Male,Yes,NONE,74,1500,MC DANIEL AV,EVANSTON
9622,Wed,03/01/2017 07:16:00 PM,GANG/NARCOTIC,29,Black,Male,Yes,ARREST,74,1500,PITNER AV,EVANSTON
9624,Wed,03/01/2017 03:17:00 PM,GANG NARC/RSO,28,Black,Male,Yes,ARREST,74,1500,PITNER AV,EVANSTON
9623,Wed,03/01/2017 03:17:00 PM,GANG/NARCOTIC,25,Black,Male,Yes,ARREST,74,1500,PITNER AV,EVANSTON
9617,Tue,02/28/2017 07:14:00 PM,TRAF STOP/SUSP PERSON/GANG/RSO,47,White,Male,Yes,NONE,74,2300,LAKE ST,EVANSTON
9618,Tue,02/28/2017 06:57:00 PM,TRAF STOP/SUSP PERSON/GANG/RSO,45,Black,Male,Yes,NONE,74,2300,LAKE ST,EVANSTON
9609,Tue,02/28/2017 02:39:00 AM,OTHER,15,White,Male,Yes,NONE,76,1700,ORRINGTON AV,EVANSTON
9608,Tue,02/28/2017 02:36:00 AM,OTHER,16,White,Male,Yes,NONE,76,1700,ORRINGTON AV,EVANSTON
